_id,Mã trạm,Chỉ số AQI,Vị trí,Tên trạm,Url,Chất ô nhiễm chủ đạo,CO,Sương,Độ ẩm,NO2,O3,Áp suất,Bụi PM10,Bụi PM2.5,SO2,Nhiệt độ,Tốc độ gió,Thời gian cập nhật,Múi giờ,Trạng thái cảnh báo,Mức độ cảnh báo
2304,13012,7.00,"13.998599,107.996482","Gia Lai/phường Thống Nhất - Pleiku, Vietnam",https://aqicn.org/city/vietnam/gia-lai/phuong-thong-nhat-pleiku,pm25,3.00,20.90,100.00,5.00,7.00,916.90,5.00,7.00,17.00,20.90,4.00,2021-10-08T09:00:00,+07:00,#NAME?,#NAME?
2305,12488,-,"16.46226,107.596351","Thừa Thiên Huế/83 Hùng Vương, Vietnam",https://aqicn.org/city/vietnam/thua-thien-hue/83-hung-vuong,"",5.00,24.00,91.00,-,-,1002,-,-,-,25.50,5.40,2021-10-07T20:00:00,+07:00,#NAME?,#NAME?
2306,13251,-,"21.04975,105.74187","Hà Nội/UBND P. Minh Khai, Bắc Từ Liêm, Vietnam",https://aqicn.org/city/vietnam/ha-noi/ubnd-p.-minh-khai--bac-tu-liem,"",10.00,27.00,91.00,-,2.00,1007,-,-,-,28.50,2.00,2021-10-07T08:00:00,+07:00,#NAME?,#NAME?
2307,12976,67.00,"21.1137452,105.9268934","Bắc Ninh/Châu Khê, Vietnam",https://aqicn.org/city/vietnam/bac-ninh/chau-khe,pm25,5.00,22.00,52.00,12.00,8.00,1000,53.00,67.00,9.00,33.00,3.00,2021-06-28T22:00:00,+07:00,#NAME?,#NAME?
2308,13250,-,"22.3221386,104.1214227","Lào Cai/KCN TALOONG1, Vietnam",https://aqicn.org/city/vietnam/lao-cai/kcn-taloong1,"",55.00,23.20,89.80,2.00,2.00,995.50,1.00,2.00,59.00,25.00,3.00,2021-10-08T09:00:00,+07:00,#NAME?,#NAME?
2309,5507,-,"20.9416,107.1158","Ha Long, Vietnam (Tp Hạ Long)",https://aqicn.org/city/vietnam/ha-long,"",-,20.70,69.30,11.00,14.00,990.90,-,-,-,26.80,3.00,2021-10-08T09:00:00,+07:00,#NAME?,#NAME?
2310,11778,-,"21.0357507,106.7641068","Quảng Ninh/UBND TP Uông Bí, Vietnam",https://aqicn.org/city/vietnam/quang-ninh/ubnd-tp-uong-bi,"",-,20.70,69.30,2.00,14.00,990.90,-,-,13.00,26.80,3.00,2021-10-08T09:00:00,+07:00,#NAME?,#NAME?
2311,12958,88.00,"21.1232473,106.2883295","Bắc Ninh/Phong Cốc, Vietnam",https://aqicn.org/city/vietnam/bac-ninh/phong-coc,pm25,3.00,18.00,45.00,6.00,22.00,1006,58.00,88.00,10.00,31.00,5.60,2021-10-08T09:00:00,+07:00,#NAME?,#NAME?
2312,12957,-,"21.0272212,106.0342099","Bắc Ninh/Khu liên cơ Thuận Thành, Vietnam",https://aqicn.org/city/vietnam/bac-ninh/khu-lien-co-thuan-thanh,"",3.00,19.00,49.50,4.00,-,1006,-,-,7.00,30.50,4.10,2021-10-08T09:00:00,+07:00,#NAME?,#NAME?
2313,13015,91.00,"21.03982,105.84726","Hà Nội/Trụ sở Công an P .Hàng Mã, Vietnam",https://aqicn.org/city/vietnam/ha-noi/tru-so-cong-an-p-.hang-ma,pm25,29.00,22.00,74.00,37.00,-,1011,65.00,91.00,-,27.00,2.80,2021-04-27T15:00:00,+07:00,#NAME?,#NAME?
2314,13018,111.00,"20.98832,105.854897","Hà Nội/UBND P .Hoàng Văn Thụ - Hoàng Mai, Vietnam",https://aqicn.org/city/vietnam/ha-noi/ubnd-p-.hoang-van-thu-hoang-mai,pm25,1.00,19.00,49.50,19.00,-,1006,65.00,111.00,-,30.50,4.10,2021-10-08T07:00:00,+07:00,#NAME?,#NAME?
2315,13019,94.00,"21.01994,105.77056","Hà Nội/UBND P. Mỹ Đình I, Vietnam",https://aqicn.org/city/vietnam/ha-noi/ubnd-p.-my-dinh-i,pm25,5.00,19.00,49.50,26.00,-,1006,57.00,94.00,-,30.50,4.10,2021-10-08T07:00:00,+07:00,#NAME?,#NAME?
2316,13026,140.00,"21.01525,105.80013","Hà Nội/Chi cục BVMT, Vietnam",https://aqicn.org/city/vietnam/ha-noi/chi-cuc-bvmt,pm25,5.00,19.00,49.50,13.00,-,1006,81.00,140.00,-,30.50,4.10,2021-10-08T08:00:00,+07:00,#NAME?,#NAME?
2317,1584,37.00,"16.074,108.217","Da Nang, Vietnam (TP Đà Nẵng)",https://aqicn.org/city/vietnam/da-nang,pm25,3.00,24.00,88.00,11.00,21.00,1001,20.00,37.00,38.00,26.00,2.50,2021-10-08T09:00:00,+07:00,#NAME?,#NAME?
2318,1585,-,"12.284358,109.192524","Nha Trang, Vietnam",https://aqicn.org/city/vietnam/nha-trang,"",4.00,22.00,63.50,1.00,3.00,1003,-,-,7.00,29.50,1.00,2021-10-08T08:00:00,+07:00,#NAME?,#NAME?
2319,13017,146.00,"21.02022,105.81232","Hà Nội/Tòa nhà quản lý Hồ Thành Công, Vietnam",https://aqicn.org/city/vietnam/ha-noi/toa-nha-quan-ly-ho-thanh-cong,pm25,9.00,19.00,49.50,16.00,-,1006,90.00,146.00,-,30.50,4.10,2021-10-08T07:00:00,+07:00,#NAME?,#NAME?
2320,13020,133.00,"21.00577,105.74842","Hà Nội/UBND P.Tây Mỗ, Nam Từ Liêm, Vietnam",https://aqicn.org/city/vietnam/ha-noi/ubnd-p.tay-mo--nam-tu-liem,pm25,6.00,19.00,49.50,20.00,-,1006,69.00,133.00,-,30.50,4.10,2021-10-08T07:00:00,+07:00,#NAME?,#NAME?
2321,13013,152.00,"21.05121,105.78232","Hà Nội/36A Phạm Văn Đồng, Vietnam",https://aqicn.org/city/vietnam/ha-noi/36a-pham-van-dong,pm25,31.00,19.00,49.50,29.00,-,1006,101.00,152.00,-,30.50,4.10,2021-10-08T07:00:00,+07:00,#NAME?,#NAME?
2322,13014,132.00,"21.0072,105.83572","Hà Nội/Mầm non Kim Liên, Vietnam",https://aqicn.org/city/vietnam/ha-noi/mam-non-kim-lien,pm25,9.00,19.00,49.50,-,-,1006,69.00,132.00,-,30.50,4.10,2021-10-08T07:00:00,+07:00,#NAME?,#NAME?
2323,13252,139.00,"22.6782,106.245","Cao Bằng/Trạm khí TTQT, Vietnam",http://cem.gov.vn/,pm25,-,21.50,98.20,-,1.00,979.70,101.00,139.00,1.00,21.80,1.00,2021-10-08T09:00:00,+07:00,#NAME?,#NAME?
2324,8767,17.00,"10.782978,106.700711","Ho Chi Minh City US Consulate, Vietnam (Lãnh sự quán Hoa Kỳ, Hồ Chí Minh)",https://aqicn.org/city/vietnam/ho-chi-minh-city/us-consulate,pm25,-,25.00,76.50,-,-,1003,-,17.00,-,29.50,4.60,2021-10-08T16:00:00,+07:00,#NAME?,#NAME?
2325,8688,52.00,"21.0811211,105.8180306","United Nations International School of Hanoi, Vietnam (Trường Quốc tế Liên Hợp Quốc Hà Nội)",https://aqicn.org/city/vietnam/hanoi/unis,aqi,-,28.00,89.00,-,-,1008,-,52.00,-,30.00,4.10,2021-08-17T22:00:00,+07:00,#NAME?,#NAME?
2326,8641,46.00,"21.0215063,105.8188748","Hanoi US Embassy, Vietnam (Đại sứ quán Mỹ, Hà Nội)",https://aqicn.org/city/vietnam/hanoi/us-embassy,pm25,0.10,23.00,100.00,7.80,4.10,1008.5,-,46.00,5.10,23.00,4.30,2021-10-11T08:00:00,+07:00,#NAME?,#NAME?
2327,13012,18.00,"13.998599,107.996482","Gia Lai/phường Thống Nhất - Pleiku, Vietnam",https://aqicn.org/city/vietnam/gia-lai/phuong-thong-nhat-pleiku,pm10,5.00,21.20,95.20,7.00,2.00,921.00,18.00,17.00,16.00,22.00,1.00,2021-10-11T08:00:00,+07:00,#NAME?,#NAME?
2328,12488,-,"16.46226,107.596351","Thừa Thiên Huế/83 Hùng Vương, Vietnam",https://aqicn.org/city/vietnam/thua-thien-hue/83-hung-vuong,"",5.00,25.00,76.50,-,-,1007,-,-,-,29.50,0.70,2021-10-11T09:00:00,+07:00,#NAME?,#NAME?
2329,13251,-,"21.04975,105.74187","Hà Nội/UBND P. Minh Khai, Bắc Từ Liêm, Vietnam",https://aqicn.org/city/vietnam/ha-noi/ubnd-p.-minh-khai--bac-tu-liem,"",10.00,27.00,91.00,-,2.00,1007,-,-,-,28.50,2.00,2021-10-07T08:00:00,+07:00,#NAME?,#NAME?
2330,12976,67.00,"21.1137452,105.9268934","Bắc Ninh/Châu Khê, Vietnam",https://aqicn.org/city/vietnam/bac-ninh/chau-khe,pm25,5.00,22.00,52.00,12.00,8.00,1000,53.00,67.00,9.00,33.00,3.00,2021-06-28T22:00:00,+07:00,#NAME?,#NAME?
2331,13250,-,"22.3221386,104.1214227","Lào Cai/KCN TALOONG1, Vietnam",https://aqicn.org/city/vietnam/lao-cai/kcn-taloong1,"",42.00,22.00,96.40,-,3.00,998.10,1.00,2.00,53.00,22.60,2.00,2021-10-11T08:00:00,+07:00,#NAME?,#NAME?
2332,5507,-,"20.9416,107.1158","Ha Long, Vietnam (Tp Hạ Long)",https://aqicn.org/city/vietnam/ha-long,"",-,24.00,100.00,10.00,7.00,994.10,-,-,-,24.00,3.00,2021-10-11T08:00:00,+07:00,#NAME?,#NAME?
2333,11778,-,"21.0357507,106.7641068","Quảng Ninh/UBND TP Uông Bí, Vietnam",https://aqicn.org/city/vietnam/quang-ninh/ubnd-tp-uong-bi,"",-,24.00,100.00,5.00,6.00,994.10,-,-,10.00,24.00,3.00,2021-10-11T08:00:00,+07:00,#NAME?,#NAME?
2334,12958,-,"21.1232473,106.2883295","Bắc Ninh/Phong Cốc, Vietnam",https://aqicn.org/city/vietnam/bac-ninh/phong-coc,"",2.00,23.00,100.00,2.00,10.00,1008,1.00,1.00,8.00,23.00,4.10,2021-10-11T08:00:00,+07:00,#NAME?,#NAME?
2335,12957,-,"21.0272212,106.0342099","Bắc Ninh/Khu liên cơ Thuận Thành, Vietnam",https://aqicn.org/city/vietnam/bac-ninh/khu-lien-co-thuan-thanh,"",6.00,23.00,100.00,1.00,-,1007.5,-,-,4.00,23.00,4.60,2021-10-11T08:00:00,+07:00,#NAME?,#NAME?
2336,13015,91.00,"21.03982,105.84726","Hà Nội/Trụ sở Công an P .Hàng Mã, Vietnam",https://aqicn.org/city/vietnam/ha-noi/tru-so-cong-an-p-.hang-ma,pm25,29.00,22.00,74.00,37.00,-,1011,65.00,91.00,-,27.00,2.80,2021-04-27T15:00:00,+07:00,#NAME?,#NAME?
2337,13018,13.00,"20.98832,105.854897","Hà Nội/UBND P .Hoàng Văn Thụ - Hoàng Mai, Vietnam",https://aqicn.org/city/vietnam/ha-noi/ubnd-p-.hoang-van-thu-hoang-mai,pm25,2.00,24.00,100.00,5.00,-,1005,8.00,13.00,-,24.00,4.10,2021-10-10T20:00:00,+07:00,#NAME?,#NAME?
2338,13019,11.00,"21.01994,105.77056","Hà Nội/UBND P. Mỹ Đình I, Vietnam",https://aqicn.org/city/vietnam/ha-noi/ubnd-p.-my-dinh-i,pm25,3.00,24.00,100.00,18.00,-,1005,8.00,11.00,-,24.00,4.10,2021-10-10T20:00:00,+07:00,#NAME?,#NAME?
2339,13026,21.00,"21.01525,105.80013","Hà Nội/Chi cục BVMT, Vietnam",https://aqicn.org/city/vietnam/ha-noi/chi-cuc-bvmt,pm25,3.00,23.00,100.00,14.00,-,1008,9.00,21.00,-,23.00,4.10,2021-10-11T07:00:00,+07:00,#NAME?,#NAME?
2340,1584,62.00,"16.074,108.217","Da Nang, Vietnam (TP Đà Nẵng)",https://aqicn.org/city/vietnam/da-nang,pm25,9.00,25.00,79.00,11.00,11.00,1006,40.00,62.00,35.00,29.00,1.00,2021-10-11T08:00:00,+07:00,#NAME?,#NAME?
2341,1585,-,"12.284358,109.192524","Nha Trang, Vietnam",https://aqicn.org/city/vietnam/nha-trang,"",3.00,24.00,68.00,1.00,3.00,1006,-,-,7.00,30.50,0.50,2021-10-11T08:00:00,+07:00,#NAME?,#NAME?
2342,13017,45.00,"21.02022,105.81232","Hà Nội/Tòa nhà quản lý Hồ Thành Công, Vietnam",https://aqicn.org/city/vietnam/ha-noi/toa-nha-quan-ly-ho-thanh-cong,pm10,8.00,24.00,100.00,9.00,-,1005,45.00,41.00,-,24.00,4.60,2021-10-10T20:00:00,+07:00,#NAME?,#NAME?
2343,13020,54.00,"21.00577,105.74842","Hà Nội/UBND P.Tây Mỗ, Nam Từ Liêm, Vietnam",https://aqicn.org/city/vietnam/ha-noi/ubnd-p.tay-mo--nam-tu-liem,pm25,6.00,24.00,100.00,20.00,-,1005,32.00,54.00,-,24.00,3.60,2021-10-09T17:00:00,+07:00,#NAME?,#NAME?
2344,13013,38.00,"21.05121,105.78232","Hà Nội/36A Phạm Văn Đồng, Vietnam",https://aqicn.org/city/vietnam/ha-noi/36a-pham-van-dong,pm10,5.00,24.00,100.00,19.00,-,1005,38.00,37.00,-,24.00,4.10,2021-10-10T20:00:00,+07:00,#NAME?,#NAME?
2345,13014,-,"21.0072,105.83572","Hà Nội/Mầm non Kim Liên, Vietnam",https://aqicn.org/city/vietnam/ha-noi/mam-non-kim-lien,"",3.00,24.00,100.00,-,-,1003,15.00,22.00,-,24.00,5.60,2021-10-10T02:00:00,+07:00,#NAME?,#NAME?
2346,13252,17.00,"22.6782,106.245","Cao Bằng/Trạm khí TTQT, Vietnam",http://cem.gov.vn/,pm25,-,21.00,95.80,-,1.00,982.60,17.00,17.00,2.00,21.70,3.00,2021-10-11T08:00:00,+07:00,#NAME?,#NAME?
2347,8767,30.00,"10.782978,106.700711","Ho Chi Minh City US Consulate, Vietnam (Lãnh sự quán Hoa Kỳ, Hồ Chí Minh)",https://aqicn.org/city/vietnam/ho-chi-minh-city/us-consulate,pm25,-,25.00,76.50,-,-,1003,-,30.00,-,29.50,4.60,2021-10-13T11:00:00,+07:00,#NAME?,#NAME?
2348,8688,52.00,"21.0811211,105.8180306","United Nations International School of Hanoi, Vietnam (Trường Quốc tế Liên Hợp Quốc Hà Nội)",https://aqicn.org/city/vietnam/hanoi/unis,aqi,-,28.00,89.00,-,-,1008,-,52.00,-,30.00,4.10,2021-08-17T22:00:00,+07:00,#NAME?,#NAME?
2349,8641,50.00,"21.0215063,105.8188748","Hanoi US Embassy, Vietnam (Đại sứ quán Mỹ, Hà Nội)",https://aqicn.org/city/vietnam/hanoi/us-embassy,pm25,0.10,24.00,100.00,6.00,5.70,1008.5,-,50.00,5.10,24.00,5.40,2021-10-14T09:00:00,+07:00,#NAME?,#NAME?
2350,13012,22.00,"13.998599,107.996482","Gia Lai/phường Thống Nhất - Pleiku, Vietnam",https://aqicn.org/city/vietnam/gia-lai/phuong-thong-nhat-pleiku,pm25,4.00,21.40,76.70,11.00,4.00,921.50,15.00,22.00,17.00,25.80,1.00,2021-10-14T09:00:00,+07:00,#NAME?,#NAME?
2351,12488,-,"16.46226,107.596351","Thừa Thiên Huế/83 Hùng Vương, Vietnam",https://aqicn.org/city/vietnam/thua-thien-hue/83-hung-vuong,"",10.00,26.00,70.00,-,-,1005.5,-,-,-,32.00,3.30,2021-10-14T09:00:00,+07:00,#NAME?,#NAME?
2352,13251,-,"21.04975,105.74187","Hà Nội/UBND P. Minh Khai, Bắc Từ Liêm, Vietnam",https://aqicn.org/city/vietnam/ha-noi/ubnd-p.-minh-khai--bac-tu-liem,"",10.00,27.00,91.00,-,2.00,1007,-,-,-,28.50,2.00,2021-10-07T08:00:00,+07:00,#NAME?,#NAME?
2353,12976,67.00,"21.1137452,105.9268934","Bắc Ninh/Châu Khê, Vietnam",https://aqicn.org/city/vietnam/bac-ninh/chau-khe,pm25,5.00,22.00,52.00,12.00,8.00,1000,53.00,67.00,9.00,33.00,3.00,2021-06-28T22:00:00,+07:00,#NAME?,#NAME?
2354,13250,2.00,"22.3221386,104.1214227","Lào Cai/KCN TALOONG1, Vietnam",https://aqicn.org/city/vietnam/lao-cai/kcn-taloong1,pm10,44.00,22.40,93.00,1.00,2.00,999.90,2.00,12.00,1.50,23.60,2.00,2021-10-14T09:00:00,+07:00,#NAME?,#NAME?
2355,5507,-,"20.9416,107.1158","Ha Long, Vietnam (Tp Hạ Long)",https://aqicn.org/city/vietnam/ha-long,"",-,24.50,98.80,8.00,7.00,995.70,-,-,-,24.70,2.00,2021-10-14T09:00:00,+07:00,#NAME?,#NAME?
2356,11778,-,"21.0357507,106.7641068","Quảng Ninh/UBND TP Uông Bí, Vietnam",https://aqicn.org/city/vietnam/quang-ninh/ubnd-tp-uong-bi,"",-,24.50,98.80,2.00,9.00,995.70,-,-,9.00,24.70,2.00,2021-10-14T09:00:00,+07:00,#NAME?,#NAME?
2357,12958,26.00,"21.1232473,106.2883295","Bắc Ninh/Phong Cốc, Vietnam",https://aqicn.org/city/vietnam/bac-ninh/phong-coc,pm10,1.00,24.00,100.00,1.00,17.00,1008.5,26.00,15.00,7.00,24.00,5.40,2021-10-14T09:00:00,+07:00,#NAME?,#NAME?
2358,12957,-,"21.0272212,106.0342099","Bắc Ninh/Khu liên cơ Thuận Thành, Vietnam",https://aqicn.org/city/vietnam/bac-ninh/khu-lien-co-thuan-thanh,"",6.00,24.00,100.00,3.00,-,1008.5,-,-,6.00,24.00,5.40,2021-10-14T09:00:00,+07:00,#NAME?,#NAME?
2359,13015,91.00,"21.03982,105.84726","Hà Nội/Trụ sở Công an P .Hàng Mã, Vietnam",https://aqicn.org/city/vietnam/ha-noi/tru-so-cong-an-p-.hang-ma,pm25,29.00,22.00,74.00,37.00,-,1011,65.00,91.00,-,27.00,2.80,2021-04-27T15:00:00,+07:00,#NAME?,#NAME?
2360,13018,16.00,"20.98832,105.854897","Hà Nội/UBND P .Hoàng Văn Thụ - Hoàng Mai, Vietnam",https://aqicn.org/city/vietnam/ha-noi/ubnd-p-.hoang-van-thu-hoang-mai,pm25,2.00,24.00,100.00,5.00,-,1008.5,15.00,16.00,-,24.00,5.40,2021-10-13T15:00:00,+07:00,#NAME?,#NAME?
2361,13019,33.00,"21.01994,105.77056","Hà Nội/UBND P. Mỹ Đình I, Vietnam",https://aqicn.org/city/vietnam/ha-noi/ubnd-p.-my-dinh-i,pm25,4.00,24.00,100.00,25.00,-,1008.5,23.00,33.00,-,24.00,5.40,2021-10-13T15:00:00,+07:00,#NAME?,#NAME?
2362,13026,36.00,"21.01525,105.80013","Hà Nội/Chi cục BVMT, Vietnam",https://aqicn.org/city/vietnam/ha-noi/chi-cuc-bvmt,pm25,4.00,24.00,100.00,15.00,-,1008.5,28.00,36.00,-,24.00,5.40,2021-10-13T17:00:00,+07:00,#NAME?,#NAME?
2363,1584,50.00,"16.074,108.217","Da Nang, Vietnam (TP Đà Nẵng)",https://aqicn.org/city/vietnam/da-nang,pm25,9.00,25.50,68.00,11.00,11.00,1004.5,36.00,50.00,38.00,32.00,3.60,2021-10-14T09:00:00,+07:00,#NAME?,#NAME?
2364,1585,-,"12.284358,109.192524","Nha Trang, Vietnam",https://aqicn.org/city/vietnam/nha-trang,"",3.00,24.50,64.00,1.00,3.00,1004,-,-,6.00,32.00,4.80,2021-10-14T08:00:00,+07:00,#NAME?,#NAME?
2365,13017,61.00,"21.02022,105.81232","Hà Nội/Tòa nhà quản lý Hồ Thành Công, Vietnam",https://aqicn.org/city/vietnam/ha-noi/toa-nha-quan-ly-ho-thanh-cong,pm25,10.00,24.00,100.00,13.00,-,1008.5,55.00,61.00,-,24.00,5.40,2021-10-13T15:00:00,+07:00,#NAME?,#NAME?
2366,13020,-,"21.00577,105.74842","Hà Nội/UBND P.Tây Mỗ, Nam Từ Liêm, Vietnam",https://aqicn.org/city/vietnam/ha-noi/ubnd-p.tay-mo--nam-tu-liem,"",6.00,24.00,100.00,27.00,-,1005,31.00,48.00,-,24.00,3.60,2021-10-13T15:00:00,+07:00,#NAME?,#NAME?
2367,13013,53.00,"21.05121,105.78232","Hà Nội/36A Phạm Văn Đồng, Vietnam",https://aqicn.org/city/vietnam/ha-noi/36a-pham-van-dong,pm10,20.00,24.00,100.00,22.00,-,1008.5,53.00,42.00,-,24.00,5.40,2021-10-13T15:00:00,+07:00,#NAME?,#NAME?
2368,13014,-,"21.0072,105.83572","Hà Nội/Mầm non Kim Liên, Vietnam",https://aqicn.org/city/vietnam/ha-noi/mam-non-kim-lien,"",3.00,24.00,100.00,-,-,1003,15.00,22.00,-,24.00,5.60,2021-10-10T02:00:00,+07:00,#NAME?,#NAME?
2369,13252,20.00,"22.6782,106.245","Cao Bằng/Trạm khí TTQT, Vietnam",http://cem.gov.vn/,pm10,-,21.40,96.40,-,1.00,984.50,20.00,18.00,1.00,22.00,3.00,2021-10-14T09:00:00,+07:00,#NAME?,#NAME?
2370,8767,30.00,"10.782978,106.700711","Ho Chi Minh City US Consulate, Vietnam (Lãnh sự quán Hoa Kỳ, Hồ Chí Minh)",https://aqicn.org/city/vietnam/ho-chi-minh-city/us-consulate,pm25,-,25.00,76.50,-,-,1003,-,30.00,-,29.50,4.60,2021-10-13T11:00:00,+07:00,#NAME?,#NAME?
2371,8688,52.00,"21.0811211,105.8180306","United Nations International School of Hanoi, Vietnam (Trường Quốc tế Liên Hợp Quốc Hà Nội)",https://aqicn.org/city/vietnam/hanoi/unis,aqi,-,28.00,89.00,-,-,1008,-,52.00,-,30.00,4.10,2021-08-17T22:00:00,+07:00,#NAME?,#NAME?
2372,8641,53.00,"21.0215063,105.8188748","Hanoi US Embassy, Vietnam (Đại sứ quán Mỹ, Hà Nội)",https://aqicn.org/city/vietnam/hanoi/us-embassy,pm25,0.10,19.00,100.00,6.90,2.50,1021,-,53.00,5.10,19.00,2.50,2021-10-18T10:00:00,+07:00,#NAME?,#NAME?
2373,13012,4.00,"13.998599,107.996482","Gia Lai/phường Thống Nhất - Pleiku, Vietnam",https://aqicn.org/city/vietnam/gia-lai/phuong-thong-nhat-pleiku,pm10,1.00,20.80,93.50,1.00,6.00,924.90,4.00,3.00,17.00,21.90,2.00,2021-10-18T10:00:00,+07:00,#NAME?,#NAME?
2374,12488,-,"16.46226,107.596351","Thừa Thiên Huế/83 Hùng Vương, Vietnam",https://aqicn.org/city/vietnam/thua-thien-hue/83-hung-vuong,"",13.00,26.00,70.00,-,-,1005.5,-,-,-,32.00,3.30,2021-10-18T10:00:00,+07:00,#NAME?,#NAME?
2375,13251,-,"21.04975,105.74187","Hà Nội/UBND P. Minh Khai, Bắc Từ Liêm, Vietnam",https://aqicn.org/city/vietnam/ha-noi/ubnd-p.-minh-khai--bac-tu-liem,"",10.00,27.00,91.00,-,2.00,1007,-,-,-,28.50,2.00,2021-10-07T08:00:00,+07:00,#NAME?,#NAME?
2376,12976,67.00,"21.1137452,105.9268934","Bắc Ninh/Châu Khê, Vietnam",https://aqicn.org/city/vietnam/bac-ninh/chau-khe,pm25,5.00,22.00,52.00,12.00,8.00,1000,53.00,67.00,9.00,33.00,3.00,2021-06-28T22:00:00,+07:00,#NAME?,#NAME?
2377,13250,-,"22.3221386,104.1214227","Lào Cai/KCN TALOONG1, Vietnam",https://aqicn.org/city/vietnam/lao-cai/kcn-taloong1,"",48.00,19.70,79.30,1.00,3.00,1008.299999999999954525264911353588104248046875,1.00,12.00,99.10,23.50,1.00,2021-10-18T11:00:00,+07:00,#NAME?,#NAME?
2378,5507,-,"20.9416,107.1158","Ha Long, Vietnam (Tp Hạ Long)",https://aqicn.org/city/vietnam/ha-long,"",-,18.00,97.50,8.00,6.00,1005.6000000000000227373675443232059478759765625,-,-,-,18.40,3.00,2021-10-18T10:00:00,+07:00,#NAME?,#NAME?
2379,11778,-,"21.0357507,106.7641068","Quảng Ninh/UBND TP Uông Bí, Vietnam",https://aqicn.org/city/vietnam/quang-ninh/ubnd-tp-uong-bi,"",-,16.80,92.70,3.00,5.00,1004.200000000000045474735088646411895751953125,-,-,10.00,18.00,3.00,2021-10-18T10:00:00,+07:00,#NAME?,#NAME?
2380,12958,32.00,"21.1232473,106.2883295","Bắc Ninh/Phong Cốc, Vietnam",https://aqicn.org/city/vietnam/bac-ninh/phong-coc,pm25,2.00,16.80,92.70,3.00,9.00,1004.200000000000045474735088646411895751953125,22.00,32.00,7.00,18.00,3.00,2021-10-18T10:00:00,+07:00,#NAME?,#NAME?
2381,12957,-,"21.0272212,106.0342099","Bắc Ninh/Khu liên cơ Thuận Thành, Vietnam",https://aqicn.org/city/vietnam/bac-ninh/khu-lien-co-thuan-thanh,"",6.00,19.00,100.00,3.00,-,1021,-,-,7.00,19.00,2.50,2021-10-18T10:00:00,+07:00,#NAME?,#NAME?
2382,13015,91.00,"21.03982,105.84726","Hà Nội/Trụ sở Công an P .Hàng Mã, Vietnam",https://aqicn.org/city/vietnam/ha-noi/tru-so-cong-an-p-.hang-ma,pm25,29.00,22.00,74.00,37.00,-,1011,65.00,91.00,-,27.00,2.80,2021-04-27T15:00:00,+07:00,#NAME?,#NAME?
2383,13018,40.00,"20.98832,105.854897","Hà Nội/UBND P .Hoàng Văn Thụ - Hoàng Mai, Vietnam",https://aqicn.org/city/vietnam/ha-noi/ubnd-p-.hoang-van-thu-hoang-mai,pm25,3.00,24.00,100.00,11.00,-,1008.5,23.00,40.00,-,24.00,5.40,2021-10-18T08:00:00,+07:00,#NAME?,#NAME?
2384,13019,35.00,"21.01994,105.77056","Hà Nội/UBND P. Mỹ Đình I, Vietnam",https://aqicn.org/city/vietnam/ha-noi/ubnd-p.-my-dinh-i,pm10,6.00,24.00,100.00,30.00,-,1008.5,35.00,19.00,-,24.00,5.40,2021-10-18T08:00:00,+07:00,#NAME?,#NAME?
2385,13026,18.00,"21.01525,105.80013","Hà Nội/Chi cục BVMT, Vietnam",https://aqicn.org/city/vietnam/ha-noi/chi-cuc-bvmt,pm25,4.00,24.00,100.00,13.00,-,1008.5,12.00,18.00,-,24.00,5.40,2021-10-18T09:00:00,+07:00,#NAME?,#NAME?
2386,1584,2.00,"16.074,108.217","Da Nang, Vietnam (TP Đà Nẵng)",https://aqicn.org/city/vietnam/da-nang,pm25,1.00,25.00,88.00,11.00,21.00,1013.5,1.00,2.00,35.00,27.00,1.80,2021-10-18T10:00:00,+07:00,#NAME?,#NAME?
2387,1585,-,"12.284358,109.192524","Nha Trang, Vietnam",https://aqicn.org/city/vietnam/nha-trang,"",5.00,24.00,70.00,1.00,3.00,1013,-,-,7.00,30.00,2.30,2021-10-18T10:00:00,+07:00,#NAME?,#NAME?
2388,13017,39.00,"21.02022,105.81232","Hà Nội/Tòa nhà quản lý Hồ Thành Công, Vietnam",https://aqicn.org/city/vietnam/ha-noi/toa-nha-quan-ly-ho-thanh-cong,pm10,26.00,24.00,100.00,25.00,-,1008.5,39.00,54.00,-,24.00,5.40,2021-10-18T08:00:00,+07:00,#NAME?,#NAME?
2389,13020,31.00,"21.00577,105.74842","Hà Nội/UBND P.Tây Mỗ, Nam Từ Liêm, Vietnam",https://aqicn.org/city/vietnam/ha-noi/ubnd-p.tay-mo--nam-tu-liem,pm25,4.00,19.00,100.00,19.00,-,1021,17.00,31.00,-,19.00,2.50,2021-10-18T08:00:00,+07:00,#NAME?,#NAME?
2390,13013,56.00,"21.05121,105.78232","Hà Nội/36A Phạm Văn Đồng, Vietnam",https://aqicn.org/city/vietnam/ha-noi/36a-pham-van-dong,pm25,17.00,24.00,100.00,22.00,-,1008.5,45.00,56.00,-,24.00,5.40,2021-10-18T08:00:00,+07:00,#NAME?,#NAME?
2391,13014,42.00,"21.0072,105.83572","Hà Nội/Mầm non Kim Liên, Vietnam",https://aqicn.org/city/vietnam/ha-noi/mam-non-kim-lien,pm25,4.00,24.00,100.00,-,-,1003,27.00,42.00,-,24.00,5.60,2021-10-18T08:00:00,+07:00,#NAME?,#NAME?
